id,year,value,type,value.eu,value.top3,value.inno,value.us,value.cn,value.jp,value.kr
Patente_auslandsbesitz,2006,39.854,v,40.996,67.54,28.086,15.839,37.322,3.8388,3.0795
Patente_auslandsbesitz,2007,40.806,v,42.91,79.249,27.955,16.22,32.192,4.4233,5.0304
Patente_auslandsbesitz,2008,33.298,v,40.174,76.306,28.462,15.551,37.073,4.1112,5.4981
Patente_auslandsbesitz,2009,28.803,v,39.74,69.125,28.574,16.358,29.905,4.3392,4.433
Patente_auslandsbesitz,2010,29.981,v,41.648,73.157,29.8,16.699,28.992,3.6987,5.6681
Patente_auslandsbesitz,2011,31.241,v,38.624,69.532,28.068,15.725,31.506,4.0505,7.3376
Patente_auslandsbesitz,2012,31.672,v,39.45,69.278,28.331,15.759,28.18,3.9258,5.3397
Patente_auslandsbesitz,2013,28.918,v,38.326,73.993,27.141,14.324,27.402,3.7974,3.8103
Patente_auslandsbesitz,2014,30.39,v,39.174,75.766,26.412,14.67,24.899,4.2826,3.4249
Patente_auslandsbesitz,2015,31.992,v,38.466,73.278,26.063,15.552,23.295,3.8758,4.2026
Patente_auslandsbesitz,2016,33.493,v,38.922,70.936,24.678,14.687,20.571,4.6202,3.0485
Patente_auslandsbesitz,2017,31.123,v,38.448,73.253,24.393,15.289,19.324,4.8914,3.4147
Patente_auslandsbesitz,2018,32.715,v,39.276,73.429,24.211,14.793,18.4,5.3858,4.3542
Patente_auslandsbesitz,2019,31.032,v,37.925,71.903,24.337,14.58,16.945,5.0271,3.1977
Patente_auslandsbesitz,2020,29.707,v,36.814,78.837,24.836,14.187,13.636,4.8304,2.4575
RCA_exports_value_at13_spz,2017,0.65464,v,0.58722,2.6027,0.51327,1.1614,1.1896,2.605,2.992
RCA_exports_value_at13_spz,2018,0.68394,v,0.61756,2.724,0.56181,1.186,1.2131,2.6654,2.9861
RCA_exports_value_at13_spz,2019,0.69155,v,0.62524,2.5676,0.57164,1.1782,1.3277,2.4778,2.6886
RCA_exports_value_at13_spz,2020,0.63366,v,0.63204,2.8165,0.53768,1.2699,1.226,2.3863,2.683
RCA_exports_value_at13_spz,2021,0.64771,v,0.59046,3.2781,0.55865,1.2433,1.3173,2.6035,2.5797
RCA_exports_value_at13_spz,2022,0.63622,v,0.69343,3.4652,0.54286,1.0499,1.3444,2.8243,2.6212
RCA_exports_value_at14_spz,2017,1.2233,v,1.0357,1.5973,1.0186,1.1149,1.323,2.2454,0.84462
RCA_exports_value_at14_spz,2018,1.2328,v,1.0095,1.6448,0.96339,1.1011,1.2812,2.4204,1.0559
RCA_exports_value_at14_spz,2019,1.2056,v,0.99263,1.6633,1.0144,1.1008,1.2902,2.4941,0.98632
RCA_exports_value_at14_spz,2020,1.1732,v,0.92466,1.6893,0.98048,1.0955,1.2412,2.6533,1.0492
RCA_exports_value_at14_spz,2021,1.1762,v,0.9343,1.728,0.98007,1.0251,1.3233,2.6845,1.0446
RCA_exports_value_at14_spz,2022,1.1474,v,0.91586,1.8774,0.92536,1.0598,1.5581,2.8226,0.97414
RCA_exports_value_at15_spz,2017,0.9008,v,0.79728,2.3103,2.1298,1.0015,1.6105,0.55796,0.5034
RCA_exports_value_at15_spz,2018,0.89965,v,0.81593,2.383,2.0947,1.0856,1.6912,0.54263,0.57196
RCA_exports_value_at15_spz,2019,1.0254,v,0.9036,2.7218,2.3673,1.1446,1.6181,0.62245,0.65386
RCA_exports_value_at15_spz,2020,1.1013,v,1.0019,2.9967,2.3626,1.1873,1.6432,0.6422,0.57752
RCA_exports_value_at15_spz,2021,1.0932,v,1.0773,2.6503,2.3045,1.2264,1.7551,0.63904,0.68287
RCA_exports_value_at15_spz,2022,1.1083,v,0.98133,2.477,2.2631,1.1679,2.0255,0.65143,0.62273
RCA_exports_value_at16_spz,2017,0.52763,v,0.5219,1.9857,0.41263,0.93658,1.6366,1.1179,2.7204
RCA_exports_value_at16_spz,2018,0.53174,v,0.52588,2.1657,0.4093,0.88714,1.6662,1.1028,3.136
RCA_exports_value_at16_spz,2019,0.5469,v,0.53431,2.0151,0.41485,0.90946,1.717,1.12,2.6964
RCA_exports_value_at16_spz,2020,0.50173,v,0.5142,2.0096,0.38794,0.88931,1.5774,1.1207,2.6652
RCA_exports_value_at16_spz,2021,0.49703,v,0.51606,2.1847,0.39318,0.81034,1.6594,1.1768,2.8753
RCA_exports_value_at16_spz,2022,0.46647,v,0.53017,2.2522,0.35885,0.7087,1.7605,1.188,2.7551
Ressourcenproduktivität,2000,1.8202,v,1.3547,3.8999,1.9227,,,,
Ressourcenproduktivität,2001,1.8952,v,1.3418,3.9022,1.9118,,,,
Ressourcenproduktivität,2002,1.8109,v,1.3714,4.0483,2.0498,,,,
Ressourcenproduktivität,2003,1.8999,v,1.371,4.1402,2.0658,,,,
Ressourcenproduktivität,2004,1.8734,v,1.361,4.107,2.0731,,,,
Ressourcenproduktivität,2005,1.855,v,1.3848,4.1212,2.0933,,,,
Ressourcenproduktivität,2006,1.8881,v,1.4014,4.3079,2.1272,,,,
Ressourcenproduktivität,2007,1.9284,v,1.4439,4.5169,2.1045,,,,
Ressourcenproduktivität,2008,2.007,v,1.418,4.501,2.0988,,,,
Ressourcenproduktivität,2009,2.0687,v,1.5318,4.5219,2.2657,,,,
Ressourcenproduktivität,2010,2.0945,v,1.5893,4.5771,2.2331,,,,
Ressourcenproduktivität,2011,2.034,v,1.5761,4.7165,2.1818,,,,
Ressourcenproduktivität,2012,2.1575,v,1.6685,4.8922,2.2421,,,,
Ressourcenproduktivität,2013,2.2069,v,1.7165,4.8637,2.2653,,,,
Ressourcenproduktivität,2014,2.1672,v,1.6949,4.7694,2.3202,,,,
Ressourcenproduktivität,2015,2.2666,v,1.7554,4.9995,2.3982,,,,
Ressourcenproduktivität,2016,2.2689,v,1.7813,5.0582,2.439,,,,
Ressourcenproduktivität,2017,2.3146,v,1.792,5.1386,2.3922,,,,
Ressourcenproduktivität,2018,2.361,v,1.787,5.3149,2.3679,,,,
Ressourcenproduktivität,2019,2.3655,v,1.8322,5.351,2.4006,,,,
Ressourcenproduktivität,2020,2.1904,v,1.8242,5.4551,2.467,,,,
Ressourcenproduktivität,2021,2.2252,v,1.8922,5.7541,2.5897,,,,
SME_innovation_pct,2014,25.018,v,23.72,30.297,27.522,,,,
SME_innovation_pct,2015,28.896,v,23.325,35.068,30.613,,,,
SME_innovation_pct,2016,32.775,v,23.14,41.413,32.684,,,,
SME_innovation_pct,2017,32.86,v,26.168,39.48,32.734,,,,
SME_innovation_pct,2018,32.945,v,29.196,47.293,32.783,,,,
SME_innovation_pct,2019,31.666,v,28.354,44.317,33.376,,,,
SME_innovation_pct,2020,30.387,v,27.511,43.689,33.969,,,,
Schüler_hohe_Komp,2007,9.6,v,9.0219,20.333,12.227,9.625,21,14.875,19.667
Schüler_hohe_Komp,2008,9.6,v,9.0219,20.333,12.227,9.625,21,14.875,19.667
Schüler_hohe_Komp,2009,8,v,8.5719,18.819,11.347,10.375,21,17.125,17
Schüler_hohe_Komp,2010,8,v,8.5719,18.819,11.347,10.375,21,17.125,17
Schüler_hohe_Komp,2011,7.2,v,7.8728,20,11.3,10.75,20.5,18.25,21.25
Schüler_hohe_Komp,2012,7.4,v,8.2375,21.417,10.58,9.5,20.5,20.75,23
Schüler_hohe_Komp,2013,7.4,v,8.2375,21.417,10.58,9.5,20.5,20.75,23
Schüler_hohe_Komp,2014,7.4,v,8.2375,21.417,10.58,9.5,20.5,20.75,23
Schüler_hohe_Komp,2015,7.6,v,7.9926,20.625,10.12,9.5,24.25,17.875,19.75
Schüler_hohe_Komp,2016,8.2,v,8.333,20.625,10.2,9.5,24.25,17.875,19.75
Schüler_hohe_Komp,2017,8.2,v,8.333,20.625,10.2,9.5,24.25,17.875,19.75
Schüler_hohe_Komp,2018,8,v,8.4266,20.458,10.4,11.5,24.25,16.875,20.25
Schüler_hohe_Komp,2019,8.6,v,8.5353,19,10.48,11.375,20.5,16.75,19.75
Schüler_hohe_Komp,2020,8.6,v,8.5353,19,10.48,11.375,20.5,16.75,19.75
Schüler_hohe_Komp,2021,8.4,v,8.3045,19.5,10.24,11.375,22,16.75,19.75
Schüler_hohe_Komp,2022,8.2,v,7.6545,21,9.24,12.125,22,19.75,21.25
Schüler_niedrige_Komp,2007,13.6,v,15.162,3.8333,9.66,19.125,1,11.625,8.3333
Schüler_niedrige_Komp,2008,13.6,v,15.162,3.8333,9.66,19.125,1,11.625,8.3333
Schüler_niedrige_Komp,2009,16,v,14.83,4.1111,10.4,16.375,1,9.625,6.3333
Schüler_niedrige_Komp,2010,16,v,14.83,4.1111,10.4,16.375,1,9.625,6.3333
Schüler_niedrige_Komp,2011,15.7,v,14.063,3.775,9.72,16,1.75,9.25,4.875
Schüler_niedrige_Komp,2012,12.3,v,13.754,4.7583,10.6,16.25,1.75,7.75,5.625
Schüler_niedrige_Komp,2013,12.3,v,13.754,4.7583,10.6,16.25,1.75,7.75,5.625
Schüler_niedrige_Komp,2014,12.3,v,13.754,4.7583,10.6,16.25,1.75,7.75,5.625
Schüler_niedrige_Komp,2015,14.7,v,14.5,5.375,10.84,18,1,8.5,10.75
Schüler_niedrige_Komp,2016,14.5,v,14.453,4.1667,11.08,18,1,8.5,10.75
Schüler_niedrige_Komp,2017,14.5,v,14.453,4.1667,11.08,18,1,8.5,10.75
Schüler_niedrige_Komp,2018,14.5,v,14.794,4.1667,11.84,17.5,1,10,11
Schüler_niedrige_Komp,2019,14.4,v,14.365,3.8333,12.12,17.875,1.5,10.125,11.25
Schüler_niedrige_Komp,2020,14.4,v,14.365,3.8333,12.12,17.875,1.5,10.125,11.25
Schüler_niedrige_Komp,2021,14.8,v,14.621,4.25,12.6,17.875,2,10.125,11.25
Schüler_niedrige_Komp,2022,16.4,v,16.823,4.25,16.04,20.625,2,8.875,11.5
Sekundar_hohe_Komp,2006,11.333,v,9.3939,19.222,13.733,8.6667,,14,19.667
Sekundar_hohe_Komp,2007,11.333,v,9.3939,19.222,13.733,8.6667,,14,19.667
Sekundar_hohe_Komp,2008,11.333,v,9.3939,19.222,13.733,8.6667,,14,19.667
Sekundar_hohe_Komp,2009,8.6667,v,8.697,17.5,12.533,9.6667,,17,17
Sekundar_hohe_Komp,2010,8.6667,v,8.697,17.5,12.533,9.6667,,17,17
Sekundar_hohe_Komp,2011,8.6667,v,8.697,17.5,12.533,9.6667,,17,17
Sekundar_hohe_Komp,2012,9,v,9.1364,18.333,11.333,8,,20.333,19.333
Sekundar_hohe_Komp,2013,9,v,9.1364,18.333,11.333,8,,20.333,19.333
Sekundar_hohe_Komp,2014,9,v,9.1364,18.333,11.333,8,,20.333,19.333
Sekundar_hohe_Komp,2015,9.3333,v,8.5758,14.556,10.8,7.6667,,15.333,14.667
Sekundar_hohe_Komp,2016,9.3333,v,8.5758,14.556,10.8,7.6667,,15.333,14.667
Sekundar_hohe_Komp,2017,9.3333,v,8.5758,14.556,10.8,7.6667,,15.333,14.667
Sekundar_hohe_Komp,2018,9,v,8.7424,14.333,11.133,10.333,,14,15.333
Sekundar_hohe_Komp,2019,9,v,8.7424,14.333,11.133,10.333,,14,15.333
Sekundar_hohe_Komp,2020,9,v,8.7424,14.333,11.133,10.333,,14,15.333
Sekundar_hohe_Komp,2021,9,v,8.7424,14.333,11.133,10.333,,14,15.333
Sekundar_hohe_Komp,2022,8.6667,v,7.5758,16,9.4667,11.333,,18,17.333
Sekundar_niedrige_Komp,2006,19.667,v,18.985,8.1667,13.833,23.667,,14.667,8.3333
Sekundar_niedrige_Komp,2007,19.667,v,18.985,8.1667,13.833,23.667,,14.667,8.3333
Sekundar_niedrige_Komp,2008,19.667,v,18.985,8.1667,13.833,23.667,,14.667,8.3333
Sekundar_niedrige_Komp,2009,23.667,v,18.606,7.8889,14.867,20,,12,6.3333
Sekundar_niedrige_Komp,2010,23.667,v,18.606,7.8889,14.867,20,,12,6.3333
Sekundar_niedrige_Komp,2011,23.667,v,18.606,7.8889,14.867,20,,12,6.3333
Sekundar_niedrige_Komp,2012,18,v,18.197,8.8889,16.333,20.333,,10,7.3333
Sekundar_niedrige_Komp,2013,18,v,18.197,8.8889,16.333,20.333,,10,7.3333
Sekundar_niedrige_Komp,2014,18,v,18.197,8.8889,16.333,20.333,,10,7.3333
Sekundar_niedrige_Komp,2015,22,v,19.909,10.889,16.733,22.333,,11,14.333
Sekundar_niedrige_Komp,2016,22,v,19.909,10.889,16.733,22.333,,11,14.333
Sekundar_niedrige_Komp,2017,22,v,19.909,10.889,16.733,22.333,,11,14.333
Sekundar_niedrige_Komp,2018,22,v,20.5,12.222,18,21.667,,13,14.667
Sekundar_niedrige_Komp,2019,22,v,20.5,12.222,18,21.667,,13,14.667
Sekundar_niedrige_Komp,2020,22,v,20.5,12.222,18,21.667,,13,14.667
Sekundar_niedrige_Komp,2021,22,v,20.5,12.222,18,21.667,,13,14.667
Sekundar_niedrige_Komp,2022,24.667,v,24.379,13.5,23.733,25.333,,11.333,15
Solarkapazität,2000,0.028087,v,0.01096,0.0619,0.018208,,,,
Solarkapazität,2001,0.038655,v,0.017396,0.10134,0.027616,,,,
Solarkapazität,2002,0.050375,v,0.024726,0.14276,0.034826,,,,
Solarkapazität,2003,0.12655,v,0.069026,0.47906,0.054362,,,,
Solarkapazität,2004,0.1442,v,0.11357,0.836,0.05736,,,,
Solarkapazität,2005,0.11003,v,0.14637,1.0788,0.061128,,,,
Solarkapazität,2006,0.11586,v,0.17082,1.2782,0.062177,,,,
Solarkapazität,2007,0.12569,v,0.2356,1.6797,0.083882,,,,
Solarkapazität,2008,0.14543,v,0.45113,3.1186,0.13846,,,,
Solarkapazität,2009,0.23338,v,0.79196,4.3479,0.50761,,,,
Solarkapazität,2010,0.41608,v,1.5654,8.3366,1.1641,,,,
Solarkapazität,2011,0.76898,v,2.9082,11.768,2.0598,,,,
Solarkapazität,2012,1.4581,v,4.6592,17.435,3.3268,,,,
Solarkapazität,2013,2.6241,v,5.8312,21.689,4.0594,,,,
Solarkapazität,2014,3.2331,v,6.3622,21.577,4.4552,,,,
Solarkapazität,2015,3.7876,v,6.874,21.878,5.1131,,,,
Solarkapazität,2016,4.3465,v,7.384,21.963,5.7172,,,,
Solarkapazität,2017,5.0924,v,7.7368,21.82,6.5311,,,,
Solarkapazität,2018,5.6758,v,8.3387,21.678,7.8704,,,,
Solarkapazität,2019,6.5713,v,9.8889,23.167,9.8309,,,,
Solarkapazität,2020,7.7532,v,11.834,27.158,12.105,,,,
Solarkapazität,2021,10.159,v,14.446,31.89,14.08,,,,
Solarkapazität,2022,13.448,v,18.494,40.965,17.48,,,,
Steuer_Loehne,2000,47.312,v,44.265,12.014,47.253,30.843,,29.837,16.36
Steuer_Loehne,2001,46.911,v,43.64,12.262,45.968,30.74,,29.883,16.494
Steuer_Loehne,2002,47.074,v,43.35,12.995,45.435,30.584,,30.199,16.111
Steuer_Loehne,2003,47.378,v,43.244,13.408,45.173,30.46,,27.356,16.404
Steuer_Loehne,2004,48.266,v,43.413,13.116,45.099,30.483,,27.339,17.046
Steuer_Loehne,2005,48.143,v,43.12,13.016,45.072,30.418,,27.735,17.306
Steuer_Loehne,2006,48.454,v,43.009,13.406,44.85,30.552,,28.785,18.162
Steuer_Loehne,2007,48.76,v,42.82,14.219,44.44,30.917,,29.312,19.719
Steuer_Loehne,2008,49.033,v,42.442,14.016,44.463,30.062,,29.465,19.965
Steuer_Loehne,2009,47.949,v,41.942,13.466,43.319,30.279,,29.183,19.458
Steuer_Loehne,2010,48.169,v,41.847,13.325,43.004,30.748,,30.227,20.136
Steuer_Loehne,2011,48.54,v,42.504,13.877,43.073,29.906,,30.849,19.981
Steuer_Loehne,2012,48.84,v,42.679,14.156,43.223,29.843,,31.275,20.528
Steuer_Loehne,2013,49.184,v,42.907,14.4,43.644,31.451,,31.576,20.976
Steuer_Loehne,2014,49.416,v,42.778,14.614,43.251,31.641,,31.96,21.151
Steuer_Loehne,2015,49.616,v,42.594,14.811,42.85,31.437,,32.294,21.443
Steuer_Loehne,2016,47.332,v,42.442,15.036,42.804,31.581,,32.443,21.802
Steuer_Loehne,2017,47.42,v,42.219,15.227,42.573,31.775,,32.515,22.012
Steuer_Loehne,2018,47.619,v,42.025,15.118,42.291,29.599,,32.656,22.444
Steuer_Loehne,2019,47.905,v,41.875,15.397,41.892,29.656,,32.698,22.949
Steuer_Loehne,2020,47.451,v,41.561,15.566,41.63,30.007,,32.584,23.372
Steuer_Loehne,2021,47.815,v,41.296,15.545,41.657,30.351,,32.588,23.842
Steuer_Loehne,2022,47.786,v,41.313,15.846,41.91,30.469,,32.649,24.186
Steuer_UNT,2000,29.7,v,27.33,16.067,29.22,,,,
Steuer_UNT,2001,31.2,v,26.593,15.5,28.6,,,,
Steuer_UNT,2002,31,v,25.904,14.367,28.52,,,,
Steuer_UNT,2003,31,v,25.185,13.933,27.52,,,,
Steuer_UNT,2004,31.2,v,24.193,13.767,27.52,,,,
Steuer_UNT,2005,23,v,22.796,12.167,26.42,,,,
Steuer_UNT,2006,23,v,22.481,12.7,25.32,38.3,,41.7,
Steuer_UNT,2007,23,v,21.87,11.233,24.02,38.3,,41.7,
Steuer_UNT,2008,23,v,21.093,10.733,23.94,37.4,,41.3,
Steuer_UNT,2009,22.7,v,21.333,11.067,23.26,37.4,,41.3,
Steuer_UNT,2010,22.7,v,20.77,10.733,23.44,37.4,,41.7,
Steuer_UNT,2011,23,v,20.593,10.933,23.64,36.5,,41.7,
Steuer_UNT,2012,23,v,20.674,11.1,23.48,36.5,,41.7,
Steuer_UNT,2013,23,v,21.022,11.567,22.42,36.5,,40.1,
Steuer_UNT,2014,23,v,21.078,12.3,21.9,36.5,,40.1,
Steuer_UNT,2015,23,v,20.956,11.767,21.98,36.5,,37.7,
Steuer_UNT,2016,23.1,v,20.856,11.9,21.86,36.5,,35.7,
Steuer_UNT,2017,23.1,v,19.793,10.867,22.16,36.5,,34.2,
Steuer_UNT,2018,23.1,v,19.759,11.033,21.24,36.5,,34.3,
Steuer_UNT,2019,23.1,v,19.448,10.367,21.26,27.5,,34.1,
Steuer_UNT,2020,23.1,v,19.233,10.733,20.9,27.5,,34.1,
Steuer_UNT,2021,23.1,v,18.993,10.1,20.76,27.5,,34.1,
Steuer_UNT,2022,23.1,v,18.826,10.1,20.88,27.5,,34.1,
Treibhausgase,2000,103,v,91.659,40.967,100.18,,,,
Treibhausgase,2001,107.8,v,93.848,42.567,102.12,,,,
Treibhausgase,2002,109.9,v,94.444,42.3,102.4,,,,
Treibhausgase,2003,116.5,v,97.119,44.333,106.14,,,,
Treibhausgase,2004,116.6,v,97.585,45,103.74,,,,
Treibhausgase,2005,118.3,v,97.115,45.667,97.62,,,,
Treibhausgase,2006,115.4,v,97.63,46,102.06,,,,
Treibhausgase,2007,112.1,v,97.922,50.933,99.58,,,,
Treibhausgase,2008,111.3,v,95.748,48.133,95.82,,,,
Treibhausgase,2009,102.6,v,88.9,41.533,90.32,,,,
Treibhausgase,2010,108.5,v,90.804,46.3,96.26,,,,
Treibhausgase,2011,106,v,88.404,46.367,89.08,,,,
Treibhausgase,2012,102.4,v,85.778,45.567,84.6,,,,
Treibhausgase,2013,102.9,v,83.026,43.467,84.76,,,,
Treibhausgase,2014,98.4,v,81.03,43.2,80.58,,,,
Treibhausgase,2015,101.4,v,80.815,43.067,80.06,,,,
Treibhausgase,2016,102.8,v,81.319,43.267,81.38,,,,
Treibhausgase,2017,105.6,v,82.944,43.867,79.64,,,,
Treibhausgase,2018,101.8,v,81.981,44.4,79.46,,,,
Treibhausgase,2019,103.7,v,79.581,41.1,76.56,,,,
Treibhausgase,2020,93.8,v,71.511,36.967,68.34,,,,
Treibhausgase,2021,98.5,v,74.6,38.533,70.1,,,,
UNT_förderung,2000,0.18,v,0.069976,0.25147,0.11305,0.2361,,0.0476,
UNT_förderung,2001,0.1739,v,0.0673,0.2514,0.11312,0.2198,,0.0435,
UNT_förderung,2002,0.1727,v,0.062909,0.2384,0.1041,0.2018,,0.0446,
UNT_förderung,2003,0.171,v,0.081087,0.29217,0.09835,0.2033,,0.0513,
UNT_förderung,2004,0.1602,v,0.084642,0.27913,0.0974,0.2114,,0.1081,
UNT_förderung,2005,0.1572,v,0.092008,0.29163,0.093225,0.2168,,0.134,
UNT_förderung,2006,0.1702,v,0.091817,0.2568,0.094,0.2288,,0.1344,
UNT_förderung,2007,0.1853,v,0.097252,0.2917,0.08514,0.2408,,0.1439,0.2657
UNT_förderung,2008,0.2025,v,0.10481,0.3446,0.09232,0.3044,,0.0784,0.2659
UNT_förderung,2009,0.194,v,0.10952,0.3319,0.1173,0.3284,,0.0802,0.2889
UNT_förderung,2010,0.223,v,0.11472,0.32903,0.13158,0.2849,,0.1014,0.3078
UNT_förderung,2011,0.2436,v,0.11748,0.34487,0.1267,0.262,0.1059,0.0941,0.3428
UNT_förderung,2012,0.3227,v,0.12403,0.37273,0.12506,0.2561,0.1006,0.1056,0.3683
UNT_förderung,2013,0.2612,v,0.12751,0.36993,0.1426,0.2426,0.1108,0.1492,0.3751
UNT_förderung,2014,0.2774,v,0.12673,0.36557,0.14704,0.2237,0.1228,0.155,0.3556
UNT_förderung,2015,0.2604,v,0.11427,0.3686,0.14612,0.2278,0.1253,0.1411,0.3378
UNT_förderung,2016,0.2433,v,0.10574,0.35367,0.14934,0.2108,0.1246,0.132,0.2587
UNT_förderung,2017,0.237,v,0.10789,0.36467,0.14444,0.226,0.1325,0.1434,0.2942
UNT_förderung,2018,0.2645,v,0.1162,0.36577,0.15048,0.2369,0.1257,0.1325,0.2902
UNT_förderung,2019,0.273,v,0.1233,0.38607,0.16344,0.2259,0.125,0.1205,0.2873
UNT_förderung,2020,0.3558,v,0.13383,0.41237,0.17458,0.2617,0.1219,0.1156,0.3425
Umweltpatente,2000,1.5786,v,2.2311,6.854,0.8717,0.68034,0.95481,1.102,0.86872
Umweltpatente,2001,1.6205,v,2.2035,6.4776,0.88462,0.69667,0.5044,1.1625,0.70965
Umweltpatente,2002,1.5119,v,1.9937,5.897,0.90741,0.71301,0.57494,1.2426,0.54172
Umweltpatente,2003,1.4928,v,1.6395,4.9448,0.93982,0.70347,0.53019,1.3166,0.41379
Umweltpatente,2004,1.4117,v,1.5758,4.187,0.94986,0.66865,0.4124,1.374,0.35836
Umweltpatente,2005,1.3724,v,1.4569,3.4285,1.0087,0.64924,0.46083,1.4208,0.32429
Umweltpatente,2006,1.3185,v,1.4818,3.7445,1.1024,0.60149,0.4382,1.4474,0.3135
Umweltpatente,2007,1.3317,v,1.4731,5.0567,1.0899,0.61881,0.43943,1.4755,0.30017
Umweltpatente,2008,1.3778,v,1.5622,5.7132,1.0702,0.63445,0.40564,1.4377,0.35573
Umweltpatente,2009,1.3725,v,1.5087,4.909,1.0295,0.67465,0.43944,1.4325,0.48699
Umweltpatente,2010,1.313,v,1.5883,3.9801,1.099,0.69114,0.4467,1.3861,0.56552
Umweltpatente,2011,1.2859,v,1.7914,5.3853,1.1853,0.68944,0.38724,1.3942,0.57602
Umweltpatente,2012,1.3475,v,1.9301,5.7306,1.2766,0.67894,0.32512,1.3786,0.51868
Umweltpatente,2013,1.2515,v,1.9007,5.5107,1.2866,0.68582,0.29453,1.3838,0.49675
Umweltpatente,2014,1.2756,v,1.9562,4.9887,1.2475,0.66549,0.30822,1.4397,0.48661
Umweltpatente,2015,1.2633,v,1.7482,4.0963,1.2805,0.64209,0.33734,1.4684,0.54986
Umweltpatente,2016,1.2783,v,1.721,3.4314,1.3577,0.65475,0.33642,1.3936,0.65597
Umweltpatente,2017,1.211,v,1.6621,3.0363,1.4801,0.70406,0.34403,1.2773,0.68234
Umweltpatente,2018,1.2626,v,1.7728,3.9062,1.4737,0.74733,0.3607,1.1854,0.62916
Umweltpatente,2019,1.4807,v,1.6464,4.1407,1.4457,0.7363,0.39029,1.1837,0.62294
Umweltpatente,2020,1.4351,v,1.7183,4.2304,1.4104,0.74124,0.38066,1.1322,0.70232
Uniabs_isced5_8,2004,30.473,v,27.682,51.631,38.656,39.042,,52.64,49.056
Uniabs_isced5_8,2005,30.571,v,28.477,52.58,38.128,39.363,,53.186,50.858
Uniabs_isced5_8,2006,31.519,v,29.56,53.884,39.242,39.239,,54.074,52.954
Uniabs_isced5_8,2007,31.066,v,30.345,54.954,38.694,40.386,,53.696,55.49
Uniabs_isced5_8,2008,32.681,v,31.642,56.174,39.465,41.565,,55.061,57.842
Uniabs_isced5_8,2009,33.409,v,32.984,57.341,40.356,41.056,,55.668,60.576
Uniabs_isced5_8,2010,33.864,v,34.171,58.108,40.73,42.311,,56.706,61.449
Uniabs_isced5_8,2011,34.808,v,35.118,59.619,40.617,43.133,,58.721,63.735
Uniabs_isced5_8,2012,36.128,v,36.575,60.405,41.888,44.043,,58.555,65.603
Uniabs_isced5_8,2013,38.666,v,37.734,61.02,42.439,44.779,,58.368,67.089
Uniabs_isced5_8,2014,38.403,v,38.811,61.326,43.618,45.664,,58.586,67.666
Uniabs_isced5_8,2015,38.627,v,39.327,62.564,43.875,46.518,17.949,59.647,68.862
Uniabs_isced5_8,2016,39.671,v,40.264,63.518,44.748,47.522,17.949,60.12,69.852
Uniabs_isced5_8,2017,40.325,v,40.953,63.698,45.58,47.757,17.949,60.426,69.752
Uniabs_isced5_8,2018,40.458,v,41.887,64.02,46.276,49.374,17.949,60.731,69.574
Uniabs_isced5_8,2019,41.61,v,42.526,64.761,46.828,50.38,17.949,61.514,69.803
Uniabs_isced5_8,2020,41.419,v,43.24,65.916,47.407,51.856,17.949,63.549,69.813
Uniabs_isced5_8,2021,42.444,v,44.579,66.82,48.958,51.167,17.949,64.815,69.289
Uniabs_isced5_8,2022,43.082,v,44.826,67.411,49.972,51.256,17.949,65.682,69.58
Uniabs_isced6_8,2004,20.9,v,26.58,40.267,37.2,,,,
Uniabs_isced6_8,2005,20.7,v,28.676,42.533,39.62,,,,
Uniabs_isced6_8,2006,21.1,v,29.733,42.867,40.68,,,,
Uniabs_isced6_8,2007,20.9,v,30.614,44.4,40.64,,,,
Uniabs_isced6_8,2008,21.9,v,31.95,46.6,42.32,,,,
Uniabs_isced6_8,2009,23.4,v,33.336,47.2,42.56,,,,
Uniabs_isced6_8,2010,23.4,v,34.977,47.767,43.64,,,,
Uniabs_isced6_8,2011,23.8,v,35.837,50.597,43.605,44.211,,,
Uniabs_isced6_8,2012,26.307,v,37.293,50.734,44.934,45.299,,,
Uniabs_isced6_8,2013,27.1,v,38.967,50.9,44.675,40.958,,,
Uniabs_isced6_8,2014,23.42,v,35.876,48.872,42.32,36.616,,,
Uniabs_isced6_8,2015,24.159,v,36.852,51.694,42.849,36.594,,,63.843
Uniabs_isced6_8,2016,23.552,v,38.092,53.168,43.503,38.035,,,63.843
Uniabs_isced6_8,2017,25.875,v,39.069,54.445,44.441,38.907,,,63.843
Uniabs_isced6_8,2018,25.691,v,39.358,54.528,45.343,41.195,,,63.843
Uniabs_isced6_8,2019,27.133,v,40.172,54.634,45.825,41.124,,,63.843
Uniabs_isced6_8,2020,26.464,v,40.983,56.36,46.557,43.031,,,63.843
Uniabs_isced6_8,2021,28.058,v,42.404,60.657,48.388,42.706,,,63.843
Uniabs_isced6_8,2022,29.906,v,42.766,61.494,49.137,42.506,,,65.552
Uniausgaben_Studi,2000,10851,v,8551.5,14478,11605,,,10914,6118.1
Uniausgaben_Studi,2001,11274,v,8848.3,15374,13003,,,11164,6618.2
Uniausgaben_Studi,2002,12448,v,9527.2,16407,13557,,,11716,6046.7
Uniausgaben_Studi,2003,12344,v,9768.7,16693,13481,,,11556,7089.3
Uniausgaben_Studi,2004,13959,v,9646.7,17169,13927,,,12193,7067.7
Uniausgaben_Studi,2005,14775,v,9803.1,17211,13807,,,12326,7606
